Down_syndrome,2006-12-05T00:08:28Z,Schutz,27196,Rv test ,"0
"
Down_syndrome,2006-12-05T00:10:27Z,ip:154.20.202.218,ip:154.20.202.218,,"0
"
Down_syndrome,2006-12-05T00:11:03Z,ip:71.231.100.14,ip:71.231.100.14,,"0
"
Down_syndrome,2006-12-05T00:12:08Z,Schutz,27196,Revert to revision 92109263 dated 2006-12-05 00:10:27 by 154.20.202.218 using [[:en:Wikipedia:Tools/Navigation_popups|popups]] ,"0
"
Down_syndrome,2006-12-05T00:13:03Z,ip:71.231.100.14,ip:71.231.100.14,,"0
"
Down_syndrome,2006-12-05T00:13:16Z,Schutz,27196,Rv more vandalism ,"0
"
Down_syndrome,2006-12-05T00:13:51Z,Xiner,633563,grammatical and stylistic edits ,"0
"
Down_syndrome,2006-12-05T00:15:19Z,Mpidge,1388546,Removed vandalism ,"0
"
Down_syndrome,2006-12-05T00:16:02Z,ip:67.165.212.214,ip:67.165.212.214,/* Characteristics */ ,"0
"
Down_syndrome,2006-12-05T00:17:54Z,ip:71.145.171.212,ip:71.145.171.212,reverting more vandalism ,"0
"
Down_syndrome,2006-12-05T00:18:00Z,Schutz,27196,rv; correct typo ,"0
"
Down_syndrome,2006-12-05T00:18:34Z,ip:67.165.212.214,ip:67.165.212.214,/* Characteristics */ ,"0
"
Down_syndrome,2006-12-05T00:18:51Z,ip:128.30.100.157,ip:128.30.100.157,,"0
"
Down_syndrome,2006-12-05T00:19:11Z,ip:71.231.100.14,ip:71.231.100.14,,"0
"
Down_syndrome,2006-12-05T00:19:33Z,Delldot,476500,Reverted edits by [[Special:Contributions/71.231.100.14|71.231.100.14]] to last version by 128.30.100.157 ,"0
"
Down_syndrome,2006-12-05T00:21:04Z,Schutz,27196,Rv addition ,"0
"
Down_syndrome,2006-12-05T00:23:27Z,ip:71.231.100.14,ip:71.231.100.14,,"0
"
Down_syndrome,2006-12-05T00:24:20Z,SandyGeorgia,878749,rv vandalism ,"0
"
